	sentence_index	TEXT	LABEL	SPLITSET_LABEL
5915	5916	gaghan has thrown every suspenseful cliche in the book at this nonsensical story	0.25	1
5916	5917	a sham construct based on theory , sleight of hand , and ill wrought hypothesis	0.30556	1
5917	5918	( p ) artnering murphy with robert de niro for the tv cops comedy showtime would seem to be surefire casting	0.63889	1
5918	5919	the catch is that they 're stuck with a script that prevents them from firing on all cylinders	0.18056	1
5919	5920	` you 'll laugh for not quite and hour and a half , but come out feeling strangely unsatisfied	0.5	1
5920	5921	you 'll feel like you ate a reeses without the peanut butter '	0.20833	1
5921	5922	gooding offers a desperately ingratiating performance	0.38889	1
5922	5923	parker should be commended for taking a fresh approach to familiar material , but his determination to remain true to the original text leads him to adopt a somewhat mannered tone that ultimately dulls the human tragedy at the story 's core	0.56944	1
5923	5924	the director has injected self consciousness into the proceedings at every turn	0.40278	1
5924	5925	the results are far more alienating than involving	0.31944	1
5925	5926	bogdanich is unashamedly pro serbian and makes little attempt to give voice to the other side	0.31944	1
5926	5927	a lack of thesis makes maryam , in the end , play out with the intellectual and emotional impact of an after school special	0.45833	1
5927	5928	without shakespeare 's eloquent language , the update is dreary and sluggish	0.15278	1
5928	5929	if h g wells had a time machine and could take a look at his kin 's reworked version , what would he say ?	0.45833	1
5929	5930	` it looks good , sonny , but you missed the point '	0.31944	1
5930	5931	during the tuxedo 's 90 minutes of screen time , there is n't one true ` chan moment '	0.23611	1
5931	5932	bisset delivers a game performance , but she is unable to save the movie	0.56944	1
5932	5933	watching austin powers in goldmember is like binging on cotton candy	0.63889	1
5933	5934	it 's sweet and fluffy at the time , but it may leave you feeling a little sticky and unsatisfied	0.31944	1
5934	5935	the most anti human big studio picture since 3000 miles to graceland	0.58333	1
5935	5936	the film can depress you about life itself	0.22222	1
5936	5937	i 'm sure the filmmakers found this a remarkable and novel concept , but anybody who has ever seen an independent film can report that it is instead a cheap cliche	0.16667	1
5937	5938	the acting is fine but the script is about as interesting as a recording of conversations at the wal mart checkout line	0.31944	1
5938	5939	its weighty themes are too grave for youngsters , but the story is too steeped in fairy tales and other childish things to appeal much to teenagers	0.375	1
5939	5940	the plot plummets into a comedy graveyard before janice comes racing to the rescue in the final reel	0.44444	1
5940	5941	sometimes there are very , very good reasons for certain movies to be sealed in a jar and left on a remote shelf indefinitely	0.30556	1
5941	5942	at 90 minutes this movie is short , but it feels much longer	0.27778	1
5942	5943	here 's my advice , kev	0.5	1
5943	5944	start reading your scripts before signing that dotted line	0.22222	1
5944	5945	an alternately raucous and sappy ethnic sitcom you 'd be wise to send your regrets	0.36111	1
5945	5946	an ugly duckling tale so hideously and clumsily told it feels accidental	0.097222	1
5946	5947	unfortunately , it 's also not very good	0.19444	1
5947	5948	especially compared with the television series that inspired the movie	0.52778	1
5948	5949	it wraps up a classic mother daughter struggle in recycled paper with a shiny new bow and while the audience can tell it 's not all new , at least it looks pretty	0.51389	1
5949	5950	glazed with a tawdry b movie scum	0.11111	1
5950	5951	this is the kind of movie during which you want to bang your head on the seat in front of you , at its cluelessness , at its idiocy , at its utterly misplaced earnestness	0.055556	1
5951	5952	it winds up moving in many directions as it searches ( vainly , i think ) for something fresh to say	0.20833	1
5952	5953	all in all , road to perdition is more in love with strangeness than excellence	0.65278	1
5953	5954	a big fat pain	0.22222	1
5954	5955	a mimetic approximation of better films like contempt and 8 1 2	0.34722	1
5955	5956	unintelligible , poorly acted , brain slappingly bad , harvard man is ludicrous enough that it could become a cult classic	0.51389	1
5956	5957	watching the powerpuff girls movie , my mind kept returning to one anecdote for comparison the cartoon in japan that gave people seizures	0.61111	1
5957	5958	an inelegant combination of two unrelated shorts that falls far short of the director 's previous work in terms of both thematic content and narrative strength	0.20833	1
5958	5959	to build a feel good fantasy around a vain dictator madman is off putting , to say the least , not to mention inappropriate and wildly undeserved	0.16667	1
5959	5960	with the cheesiest monsters this side of a horror spoof , which they is n't , it is more likely to induce sleep than fright	0.125	1
5960	5961	mild , meandering teen flick	0.52778	1
5961	5962	though its atmosphere is intriguing the drama is finally too predictable to leave much of an impression	0.44444	1
5962	5963	though this rude and crude film does deliver a few gut busting laughs , its digs at modern society are all things we 've seen before	0.29167	1
5963	5964	although it tries to be much more , it 's really just another major league	0.30556	1
5964	5965	astonishing is n't the word neither is incompetent , incoherent or just plain crap	0.16667	1
5965	5966	indeed , none of these words really gets at the very special type of badness that is deuces wild	0.44444	1
5966	5967	one thing is for sure this movie does not tell you a whole lot about lily chou chou	0.45833	1
5967	5968	with a tone as variable as the cinematography , schaeffer 's film never settles into the light footed enchantment the material needs , and the characters ' quirks and foibles never jell into charm	0.20833	1
5968	5969	to better understand why this did n't connect with me would require another viewing , and i wo n't be sitting through this one again that in itself is commentary enough	0.19444	1
5969	5970	cuba gooding jr valiantly mugs his way through snow dogs , but even his boisterous energy fails to spark this leaden comedy	0.31944	1
5970	5971	diane lane 's sophisticated performance ca n't rescue adrian lyne 's unfaithful from its sleazy moralizing	0.27778	1
5971	5972	not at all clear what it 's trying to say and even if it were i doubt it would be all that interesting	0.13889	1
5972	5973	( swimfan ) falls victim to sloppy plotting , an insultingly unbelievable final act and a villainess who is too crazy to be interesting	0.15278	1
5973	5974	this remake of lina wertmuller 's 1975 eroti comedy might just be the biggest husband and wife disaster since john and bo derek made the ridiculous bolero	0.20833	1
5974	5975	silly , loud and goofy	0.51389	1
5975	5976	why spend 9 on the same stuff you can get for a buck or so in that greasy little vidgame pit in the theater lobby ?	0.13889	1
5976	5977	the french director has turned out nearly 21 2 hours of unfocused , excruciatingly tedious cinema that , half an hour in , starts making water torture seem appealing	0.11111	1
5977	5978	the basic premise is intriguing but quickly becomes distasteful and downright creepy	0.20833	1
5978	5979	the pool drowned me in boredom	0.27778	1
5979	5980	it 's like an all star salute to disney 's cheesy commercialism	0.22222	1
5980	5981	it 's hard to imagine any recent film , independent or otherwise , that makes as much of a mess as this one	0.15278	1
5981	5982	some of the computer animation is handsome , and various amusing sidekicks add much needed levity to the otherwise bleak tale , but overall the film never rises above mediocrity	0.34722	1
5982	5983	there 's an excellent 90 minute film here unfortunately , it runs for 170	0.29167	1
5983	5984	as saccharine movies go , this is likely to cause massive cardiac arrest if taken in large doses	0.36111	1
5984	5985	die another day is only intermittently entertaining but it 's hard not to be a sucker for its charms , or perhaps it 's just impossible not to feel nostalgia for movies you grew up with	0.59722	1
5985	5986	as is often the case with ambitious , eager first time filmmakers , mr murray , a prolific director of music videos , stuffs his debut with more plot than it can comfortably hold	0.34722	1
5986	5987	the mystery of enigma is how a rich historical subject , combined with so much first rate talent could have yielded such a flat , plodding picture	0.27778	1
5987	5988	it throws quirky characters , odd situations , and off kilter dialogue at us , all as if to say , `` look at this !	0.63889	1
5988	5989	this is an interesting movie ! ''	0.88889	1
5989	5990	but the film itself is ultimately quite unengaging	0.16667	1
5990	5991	the inherent limitations of using a video game as the source material movie are once again made all too clear in this schlocky horror action hybrid	0.22222	1
5991	5992	it 's not only dull because we 've seen ( eddie ) murphy do the genial rogue shtick to death , but because the plot is equally hackneyed	0.33333	1
5992	5993	avary 's film never quite emerges from the shadow of ellis ' book	0.43056	1
5993	5994	a poorly scripted , preachy fable that forgets about unfolding a coherent , believable story in its zeal to spread propaganda	0.44444	1
5994	5995	while it is interesting to witness the conflict from the palestinian side , longley 's film lacks balance and fails to put the struggle into meaningful historical context	0.27778	1
5995	5996	woo has as much right to make a huge action sequence as any director , but how long will filmmakers copy the `` saving private ryan '' battle scenes before realizing steven spielberg got it right the first time ?	0.23611	1
5996	5997	it 's sincere to a fault , but , unfortunately , not very compelling or much fun	0.44444	1
5997	5998	jones , despite a definitely distinctive screen presence , just is n't able to muster for a movie that , its title notwithstanding , should have been a lot nastier if it wanted to fully capitalize on its lead 's specific gifts	0.55556	1
5998	5999	this follow up seems so similar to the 1953 disney classic that it makes one long for a geriatric peter	0.59722	1
5999	6000	why , you may ask , why should you buy the movie milk when the tv cow is free ?	0.29167	1
6000	6001	there 's no good answer to that one	0.33333	1
6001	6002	this slow moving swedish film offers not even a hint of joy , preferring to focus on the humiliation of martin as he defecates in bed and urinates on the plants at his own birthday party	0.40278	1
6002	6003	a muddled limp biscuit of a movie , a vampire soap opera that does n't make much sense even on its own terms	0.125	1
6003	6004	there 's the plot , and a maddeningly insistent and repetitive piano score that made me want to scream	0.27778	1
6004	6005	this is a movie so insecure about its capacity to excite that it churns up not one but two flagrantly fake thunderstorms to underscore the action	0.375	1
6005	6006	this is amusing for about three minutes	0.54167	1
6006	6007	klein , charming in comedies like american pie and dead on in election , delivers one of the saddest action hero performances ever witnessed	0.29167	1
6007	6008	it 's rare to see a movie that takes such a speedy swan dive from `` promising '' to `` interesting '' to `` familiar '' before landing squarely on `` stupid ''	0.25	1
6008	6009	this is the sort of low grade dreck that usually goes straight to video with a lousy script , inept direction , pathetic acting , poorly dubbed dialogue and murky cinematography , complete with visible boom mikes	0.013889	1
6009	6010	the direction occasionally rises to the level of marginal competence , but for most of the film it is hard to tell who is chasing who or why	0.27778	1
6010	6011	there are few things more frustrating to a film buff than seeing an otherwise good movie marred beyond redemption by a disastrous ending	0.29167	1
6011	6012	it wo n't harm anyone , but neither can i think of a very good reason to rush right out and see it	0.52778	1
6012	6013	after all , it 'll probably be in video stores by christmas , and it might just be better suited to a night in the living room than a night at the movies	0.27778	1
6013	6014	looks more like a travel agency video targeted at people who like to ride bikes topless and roll in the mud than a worthwhile glimpse of independent community guiding lights	0.13889	1
6014	6015	given too much time to consider the looseness of the piece , the picture begins to resemble the shapeless , grasping actors ' workshop that it is	0.083333	1
6015	6016	they kept much of the plot but jettisoned the stuff that would make this a moving experience for people who have n't read the book	0.29167	1
6016	6017	just because a walk to remember is shrewd enough to activate girlish tear ducts does n't mean it 's good enough for our girls	0.36111	1
6017	6018	( carvey 's ) characters are both overplayed and exaggerated , but then again , subtlety has never been his trademark	0.18056	1
6018	6019	it 's mildly interesting to ponder the peculiar american style of justice that plays out here , but it 's so muddled and derivative that few will bother thinking it all through	0.34722	1
6019	6020	this dreadfully earnest inversion of the concubine love triangle eschews the previous film 's historical panorama and roiling pathos for bug eyed mugging and gay niche condescension	0.33333	1
6020	6021	brown 's saga , like many before his , makes for snappy prose but a stumblebum of a movie	0.40278	1
6021	6022	the boys ' sparring , like the succession of blows dumped on guei , wears down the story 's more cerebral , and likable , plot elements	0.40278	1
6022	6023	the script by vincent r nebrida tries to cram too many ingredients into one small pot	0.22222	1
6023	6024	the story is so light and sugary that were it a macy 's thanksgiving day parade balloon , extra heavy duty ropes would be needed to keep it from floating away	0.47222	1
6024	6025	oedekerk mugs mercilessly , and the genuinely funny jokes are few and far between	0.19444	1
6025	6026	since dahmer resorts to standard slasher flick thrills when it should be most in the mind of the killer , it misses a major opportunity to be truly revelatory about his psyche	0.22222	1
6026	6027	only those most addicted to film violence in all its forms will find anything here to appreciate	0.59722	1
6027	6028	cold and scattered , minority report commands interest almost solely as an exercise in gorgeous visuals	0.5	1
6028	6029	that 's not vintage spielberg and that , finally , is minimally satisfying	0.56944	1
6029	6030	every now and again , a movie comes along to remind us of how very bad a motion picture can truly be	0.013889	1
6030	6031	frank mcklusky c i is that movie !	0.47222	1
6031	6032	it 's not difficult to spot the culprit early on in this predictable thriller	0.41667	1
6032	6033	a mostly boring affair with a confusing sudden finale that 's likely to irk viewers	0.40278	1
6033	6034	the trappings of i spy are so familiar you might as well be watching a rerun	0.20833	1
6034	6035	what starts off as a potentially incredibly twisting mystery becomes simply a monster chase film	0.22222	1
6035	6036	in the wake of saving private ryan , black hawk down and we were soldiers , you are likely to be as heartily sick of mayhem as cage 's war weary marine	0.31944	1
6036	6037	it is messy , uncouth , incomprehensible , vicious and absurd	0.11111	1
6037	6038	really does feel like a short stretched out to feature length	0.33333	1
6038	6039	hampered no , paralyzed by a self indulgent script that aims for poetry and ends up sounding like satire	0.11111	1
6039	6040	cheap , vulgar dialogue and a plot that crawls along at a snail 's pace	0.25	1
6040	6041	and if you appreciate the one sided theme to lawrence 's over indulgent tirade , then knock yourself out and enjoy the big screen postcard that is a self glorified martin lawrence lovefest	0.26389	1
6041	6042	if you are willing to do this , then you so crazy !	0.38889	1
6042	6043	directed without the expected flair or imagination by hong kong master john woo , windtalkers airs just about every cliche in the war movie compendium across its indulgent two hour and fifteen minute length	0.25	1
6043	6044	it 's a very tasteful rock and roll movie	0.69444	1
6044	6045	you could put it on a coffee table anywhere	0.54167	1
6045	6046	the movie is loaded with good intentions , but in his zeal to squeeze the action and our emotions into the all too familiar dramatic arc of the holocaust escape story , minac drains his movie of all individuality	0.375	1
6046	6047	an infuriating film	0.13889	1
6047	6048	just when you think you are making sense of it , something happens that tells you there is no sense	0.30556	1
6048	6049	the entire movie is so formulaic and forgettable that it 's hardly over before it begins to fade from memory	0.11111	1
6049	6050	the setting turns out to be more interesting than any of the character dramas , which never reach satisfying conclusions	0.34722	1
6050	6051	as an entertainment destination for the general public , kung pow sets a new benchmark for lameness	0.25	1
6051	6052	this misty eyed southern nostalgia piece , in treading the line between sappy and sanguine , winds up mired in tear drenched quicksand	0.36111	1
6052	6053	as pure over the top trash , any john waters movie has it beat by a country mile	0.097222	1
6053	6054	wendigo wants to be a monster movie for the art house crowd , but it falls into the trap of pretention almost every time	0.19444	1
6054	6055	bigelow offers some flashy twists and turns that occasionally fortify this turgid fable	0.65278	1
6055	6056	but for the most part , the weight of water comes off as a two way time switching myopic mystery that stalls in its lackluster gear of emotional blandness	0.33333	1
6056	6057	this film biggest problem ?	0.33333	1
6057	6058	no laughs	0.25	1
6058	6059	less than compelling documentary of a yiddish theater clan	0.45833	1
6059	6060	that the chuck norris `` grenade gag '' occurs about 7 times during windtalkers is a good indication of how serious minded the film is	0.43056	1
6060	6061	viewers are asked so often to suspend belief that were it not for holm 's performance , the film would be a total washout	0.375	1
6061	6062	it 's not exactly worth the bucks to expend the full price for a date , but when it comes out on video , it 's well worth a rental	0.48611	1
6062	6063	i ca n't begin to tell you how tedious , how resolutely unamusing , how thoroughly unrewarding all of this is , and what a reckless squandering of four fine acting talents	0.027778	1
6063	6064	everybody loves a david and goliath story , and this one is told almost entirely from david 's point of view	0.63889	1
6064	6065	throw smoochy from the train !	0.38889	1
6065	6066	eventually , they will have a showdown , but , by then , your senses are as mushy as peas and you do n't care who fires the winning shot	0.18056	1
6066	6067	irwin and his director never come up with an adequate reason why we should pay money for what we can get on television for free	0.13889	1
6067	6068	a light , engaging comedy that fumbles away almost all of its accumulated enjoyment with a crucial third act miscalculation	0.29167	1
6068	6069	cedar somewhat defuses this provocative theme by submerging it in a hoary love triangle	0.61111	1
6069	6070	to paraphrase a line from another dickens ' novel , nicholas nickleby is too much like a fragment of an underdone potato	0.11111	1
6070	6071	the actresses may have worked up a back story for the women they portray so convincingly , but viewers do n't get enough of that background for the characters to be involving as individuals rather than types	0.44444	1
6071	6072	the result , however well intentioned , is ironically just the sort of disposable , kitchen sink homage that illustrates why the whole is so often less than the sum of its parts in today 's hollywood	0.18056	1
6072	6073	an extremely unpleasant film	0.013889	1
6073	6074	a movie just for friday fans , critics be damned	0.68056	1
6074	6075	if you already like this sort of thing , this is that sort of thing all over again	0.45833	1
6075	6076	a sincere but dramatically conflicted gay coming of age tale	0.55556	1
6076	6077	wait for it to hit cable	0.44444	1
6077	6078	ultimately feels like just one more in the long line of films this year about the business of making movies	0.5	1
6078	6079	nothing but one relentlessly depressing situation after another for its entire running time , something that you could easily be dealing with right now in your lives	0.36111	1
6079	6080	77 minutes of pokemon may not last 4ever , it just seems like it does	0.33333	1
6080	6081	my only wish is that celebi could take me back to a time before i saw this movie and i could just skip it	0.069444	1
6081	6082	the one not so small problem with expecting is that the entire exercise has no real point	0.38889	1
6082	6083	a movie you observe , rather than one you enter into	0.31944	1
6083	6084	( at least ) moore is a real charmer	0.61111	1
6084	6085	john carlen 's script is full of unhappy , two dimensional characters who are anything but compelling	0.5	1
6085	6086	labute ca n't avoid a fatal mistake in the modern era he 's changed the male academic from a lower class brit to an american , a choice that upsets the novel 's exquisite balance and shreds the fabric of the film	0.58333	1
6086	6087	the notion of deleting emotion from people , even in an advanced prozac nation , is so insanely dysfunctional that the rampantly designed equilibrium becomes a concept doofus	0.083333	1
6087	6088	stale first act , scrooge story , blatant product placement , some very good comedic songs , strong finish , dumb fart jokes	0.375	1
6088	6089	unsurprisingly , the way this all works out makes the women look more like stereotypical caretakers and moral teachers , instead of serious athletes	0.29167	1
6089	6090	a film that loses sight of its own story	0.29167	1
6090	6091	adam sandler 's eight crazy nights grows on you like a rash	0.125	1
6091	6092	the big screen scooby makes the silly original cartoon seem smart and well crafted in comparison	0.18056	1
6092	6093	few of the increasingly far fetched events that first time writer director neil burger follows up with are terribly convincing , which is a pity , considering barry 's terrific performance	0.44444	1
6093	6094	gets better after foster leaves that little room	0.625	1
6094	6095	the movie is as padded as allen 's jelly belly	0.27778	1
6095	6096	resident evil is n't a product of its cinematic predecessors so much as an mtv , sugar hysteria , and playstation cocktail	0.30556	1
6096	6097	a rather average action film that benefits from several funny moments supplied by epps	0.52778	1
6097	6098	unspeakably , unbearably dull , featuring reams of flatly delivered dialogue and a heroine who comes across as both shallow and dim witted	0.027778	1
6098	6099	resembles a soft porn brian de palma pastiche	0.33333	1
6099	6100	bluto blutarsky , we miss you	0.61111	1
6100	6101	innocuous enough to make even jean claude van damme look good	0.55556	1
6101	6102	it 's a glorified sitcom , and a long , unfunny one at that	0.34722	1
6102	6103	woody allen can write and deliver a one liner as well as anybody	0.80556	1
6103	6104	but i had a lot of problems with this movie	0.23611	1
6104	6105	devoid of any of the qualities that made the first film so special	0.083333	1
6105	6106	all movie long , city by the sea swings from one approach to the other , but in the end , it stays in formula which is a waste of de niro , mcdormand and the other good actors in the cast	0.27778	1
6106	6107	plotless collection of moronic stunts is by far the worst movie of the year	0.013889	1
6107	6108	however sincere it may be , the rising place never quite justifies its own existence	0.23611	1
6108	6109	parker updates the setting in an attempt to make the film relevant today , without fully understanding what it was that made the story relevant in the first place	0.38889	1
6109	6110	it 's sort of a 21st century morality play with a latino hip hop beat	0.63889	1
6110	6111	but the second half of the movie really goes downhill	0.19444	1
6111	6112	paxton 's uneven directorial debut fails to unlock the full potential of what is in many ways a fresh and dramatically substantial spin on the genre	0.48611	1
6112	6113	the script becomes lifeless and falls apart like a cheap lawn chair	0.33333	1
6113	6114	the script falls back on too many tried and true shenanigans that hardly distinguish it from the next teen comedy	0.125	1
6114	6115	the film starts promisingly , but the ending is all too predictable and far too cliched to really work	0.25	1
6115	6116	let 's issue a moratorium , effective immediately , on treacly films about inspirational prep school professors and the children they so heartwarmingly motivate	0.65278	1
6116	6117	it 's the element of condescension , as the filmmakers look down on their working class subjects from their lofty perch , that finally makes sex with strangers , which opens today in the new york metropolitan area , so distasteful	0.16667	1
6117	6118	alternately frustrating and rewarding	0.68056	1
6118	6119	it 's impossible to even categorize this as a smutty guilty pleasure	0.36111	1
6119	6120	despite suffering a sense of humour failure , the man who wrote rocky does not deserve to go down with a ship as leaky as this	0.20833	1
6120	6121	swinging , the film makes it seem , is not a hobby that attracts the young and fit	0.27778	1
6121	6122	or intelligent	0.52778	1
6122	6123	the most memorable moment was when green threw medical equipment at a window not because it was particularly funny , but because i had a serious urge to grab the old lady at the end of my aisle 's walker and toss it at the screen in frustration	0.13889	1
6123	6124	see clockstoppers if you have nothing better to do with 94 minutes	0.38889	1
6124	6125	but be warned , you too may feel time has decided to stand still	0.47222	1
6125	6126	or that the battery on your watch has died	0.45833	1
6126	6127	suffers from over familiarity since hit hungry british filmmakers have strip mined the monty formula mercilessly since 1997	0.16667	1
6127	6128	there are enough throwaway references to faith and rainbows to plant smile button faces on that segment of the populace that made a walk to remember a niche hit	0.66667	1
6128	6129	yes , i have given this movie a rating of zero	0.0	1
6129	6130	but fans of the show should not consider this a diss	0.5	1
6130	6131	consider it ` perfection '	1.0	1
6131	6132	the cumulative effect of the movie is repulsive and depressing	0.125	1
6132	6133	children and adults enamored of all things pokemon wo n't be disappointed	0.75	1
6133	6134	i do n't even care that there 's no plot in this antonio banderas lucy liu faceoff	0.59722	1
6134	6135	it 's still terrible !	0.083333	1
6135	6136	children of the century , though well dressed and well made , ultimately falls prey to the contradiction that afflicts so many movies about writers	0.55556	1
6136	6137	it 's not so much a movie as a joint promotion for the national basketball association and teenaged rap and adolescent poster boy lil ' bow wow	0.31944	1
6137	6138	peralta 's mythmaking could have used some informed , adult hindsight	0.47222	1
6138	6139	a close to solid espionage thriller with the misfortune of being released a few decades too late	0.45833	1
6139	6140	cloaks a familiar anti feminist equation ( career kids misery ) in tiresome romantic comedy duds	0.33333	1
6140	6141	the good girl is a film in which the talent is undeniable but the results are underwhelming	0.38889	1
6141	6142	just a collection of this and that whatever fills time with no unified whole	0.38889	1
6142	6143	the animation and game phenomenon that peaked about three years ago is actually dying a slow death , if the poor quality of pokemon 4 ever is any indication	0.11111	1
6143	6144	only about as sexy and dangerous as an actress in a role that reminds at every turn of elizabeth berkley 's flopping dolphin gasm	0.25	1
6144	6145	kids who are into this thornberry stuff will probably be in wedgie heaven	0.61111	1
6145	6146	anyone else who may , for whatever reason , be thinking about going to see this movie is hereby given fair warning	0.27778	1
6146	6147	mr soderbergh 's direction and visual style struck me as unusually and unimpressively fussy and pretentious	0.18056	1
6147	6148	do you say `` hi '' to your lover when you wake up in the morning ?	0.5	1
6148	6149	it makes me feel weird thinking about all the bad things in the world like puppies with broken legs and butterflies that die and movies starring pop queens	0.23611	1
6149	6150	director tom dey demonstrated a knack for mixing action and idiosyncratic humor in his charming 2000 debut shanghai noon , but showtime 's uninspired send up of tv cop show cliches mostly leaves him shooting blanks	0.70833	1
6150	6151	` yes , that 's right it 's forrest gump , angel of death '	0.63889	1
6151	6152	a wildly erratic drama with sequences that make you wince in embarrassment and others , thanks to the actors , that are quite touching	0.68056	1
6152	6153	while easier to sit through than most of jaglom 's self conscious and gratingly irritating films , it 's still tainted by cliches , painful improbability and murky points	0.25	1
6153	6154	about as enjoyable , i would imagine , as searching for a quarter in a giant pile of elephant feces positively dreadful	0.0	1
6154	6155	a generic international version of a typical american horror film	0.34722	1
6155	6156	while certainly clever in spots , this too long , spoofy update of shakespeare 's macbeth does n't sustain a high enough level of invention	0.27778	1
6156	6157	lucas has in fact come closer than anyone could desire to the cheap , graceless , hackneyed sci fi serials of the '30s and '40s	0.36111	1
6157	6158	there 's a lot of good material here , but there 's also a lot of redundancy and unsuccessful crudeness accompanying it	0.41667	1
6158	6159	absurdities and cliches accumulate like lint in a fat man 's navel	0.069444	1
6159	6160	if you think it 's a riot to see rob schneider in a young woman 's clothes , then you 'll enjoy the hot chick	0.68056	1
6160	6161	the sheer dumbness of the plot ( other than its one good idea ) and the movie 's inescapable air of sleaziness get you down	0.13889	1
6161	6162	strangely comes off as a kingdom more mild than wild	0.61111	1
6162	6163	the next big thing 's not so big ( and not so hot ) directorial debut	0.56944	1
6163	6164	yet another iteration of what 's become one of the movies ' creepiest conventions , in which the developmentally disabled are portrayed with almost supernatural powers to humble , teach and ultimately redeem their mentally `` superior '' friends , family	0.38889	1
6164	6165	bond inspired ?	0.48611	1
6165	6166	certainly	0.55556	1
6166	6167	likely to have decades of life as a classic movie franchise ?	0.625	1
6167	6168	let 's hope not	0.44444	1
6168	6169	this flat run at a hip hop tootsie is so poorly paced you could fit all of pootie tang in between its punchlines	0.13889	1
6169	6170	davis has energy , but she does n't bother to make her heroine 's book sound convincing , the gender war ideas original , or the comic scenes fly	0.52778	1
6170	6171	surprisingly , considering that baird is a former film editor , the movie is rather choppy	0.34722	1
6171	6172	none of this is very original , and it is n't particularly funny	0.18056	1
6172	6173	a bland murder on campus yawner	0.013889	1
6173	6174	a humorless journey into a philosophical void	0.15278	1
6174	6175	these two are generating about as much chemistry as an iraqi factory poised to receive a un inspector	0.48611	1
6175	6176	just as the lousy tarantino imitations have subsided , here comes the first lousy guy ritchie imitation	0.38889	1
6176	6177	a passable romantic comedy , in need of another couple of passes through the word processor	0.52778	1
6177	6178	the movie attempts to mine laughs from a genre the gangster crime comedy that wore out its welcome with audiences several years ago , and its cutesy reliance on movie specific cliches is n't exactly endearing	0.25	1
6178	6179	shows holmes has the screen presence to become a major league leading lady , ( but ) the movie itself is an underachiever , a psychological mystery that takes its sweet time building to a climax that 's scarcely a surprise by the time it arrives	0.31944	1
6179	6180	ultimately the movie is too heady for children , and too preachy for adults	0.29167	1
6180	6181	it 's just a little too self satisfied	0.45833	1
6181	6182	clever but not especially compelling	0.43056	1
6182	6183	mckay seems embarrassed by his own invention and tries to rush through the intermediary passages , apparently hoping that the audience will not notice the glaring triteness of the plot device he has put in service	0.16667	1
6183	6184	a piece of mildly entertaining , inoffensive fluff that drifts aimlessly for 90 minutes before lodging in the cracks of that ever growing category unembarrassing but unmemorable	0.27778	1
6184	6185	labute was more fun when his characters were torturing each other psychologically and talking about their genitals in public	0.51389	1
6185	6186	the movie weighs no more than a glass of flat champagne	0.29167	1
6186	6187	the problem with antwone fisher is that it has a screenplay written by antwone fisher based on the book by antwone fisher	0.097222	1
6187	6188	alarms for duvall 's throbbing sincerity and his elderly propensity for patting people while he talks	0.625	1
6188	6189	what little grace ( rifkin 's ) tale of precarious skid row dignity achieves is pushed into the margins by predictable plotting and tiresome histrionics	0.34722	1
6189	6190	tries to work in the same vein as the brilliance of animal house but instead comes closer to the failure of the third revenge of the nerds sequel	0.13889	1
6190	6191	unfortunately , kapur modernizes a e w mason 's story to suit the sensibilities of a young american , a decision that plucks `` the four feathers '' bare	0.11111	1
6191	6192	what a banal bore the preachy circuit turns out to be	0.16667	1
6192	6193	falsehoods pile up , undermining the movie 's reality and stifling its creator 's comic voice	0.34722	1
6193	6194	a mechanical action comedy whose seeming purpose is to market the charismatic jackie chan to even younger audiences	0.16667	1
6194	6195	one of the most incoherent features in recent memory	0.069444	1
6195	6196	low rent from frame one	0.29167	1
6196	6197	eight legged freaks ?	0.33333	1
6197	6198	no big hairy deal	0.52778	1
6198	6199	the issues are presented in such a lousy way , complete with some of the year 's ( unintentionally ) funniest moments , that it 's impossible to care	0.18056	1
6199	6200	laggard drama wending its way to an uninspired philosophical epiphany	0.33333	1
6200	6201	the respective charms of sandra bullock and hugh grant have worn threadbare	0.5	1
6201	6202	` this movie sucks '	0.041667	1
6202	6203	none of this so called satire has any sting to it , as if woody is afraid of biting the hand that has finally , to some extent , warmed up to him	0.375	1
6203	6204	a few nonbelievers may rethink their attitudes when they see the joy the characters take in this creed , but skeptics are n't likely to enter the theater	0.69444	1
6204	6205	bad in such a bizarre way that it 's almost worth seeing , if only to witness the crazy confluence of purpose and taste	0.5	1
6205	6206	there 's more repetition than creativity throughout the movie	0.33333	1
6206	6207	hugh grant 's act is so consuming that sometimes it 's difficult to tell who the other actors in the movie are	0.72222	1
6207	6208	although the sequel has all the outward elements of the original , the first film 's lovely flakiness is gone , replaced by the forced funniness found in the dullest kiddie flicks	0.16667	1
6208	6209	i 've had more interesting and , dare i say , thematically complex bowel movements than this long on the shelf , point and shoot exercise in gimmicky crime drama	0.34722	1
6209	6210	what we get is caddyshack crossed with the loyal order of raccoons	0.44444	1
6210	6211	the jokes are flat , and the action looks fake	0.16667	1
6211	6212	when a movie asks you to feel sorry for mick jagger 's sex life , it already has one strike against it	0.25	1
6212	6213	there are now two signs that m night shyamalan 's debut feature sucked up all he has to give to the mystic genres of cinema unbreakable and signs	0.16667	1
6213	6214	hokey art house pretension	0.31944	1
6214	6215	a weak and ineffective ghost story without a conclusion or pay off	0.16667	1
6215	6216	gussied up with so many distracting special effects and visual party tricks that it 's not clear whether we 're supposed to shriek or laugh	0.27778	1
6216	6217	plodding , poorly written , murky and weakly acted , the picture feels as if everyone making it lost their movie mojo	0.0	1
